it=0   j=5.032360e-02   ||g||=7.019545e-04  
it=0   j=2.046524e-02   ||g||=3.140665e-04  
it=0   j=2.046524e-02   ||g||=3.140665e-04  
it=  1   f=1.020038e-02   ||g||=1.891705e-04   sig=131072.000
it=  2   f=4.105045e-03   ||g||=8.011315e-05   sig=262144.000
it=  3   f=1.881484e-03   ||g||=4.051652e-05   sig=524288.000
it=  4   f=1.244462e-03   ||g||=2.888284e-05   sig=524288.000
it=  5   f=9.297522e-04   ||g||=2.342087e-05   sig=524288.000
